Seq_ID	Species
SNY12141_19	Cyclospora ashfordi
SNY12491_19	Cyclospora ashfordi
SNY13181_19	Cyclospora ashfordi
C_CA003_18	Cyclospora ashfordi
CWI10041_19	Cyclospora ashfordi
SNY10771_19	Cyclospora ashfordi
SNY10821_19	Cyclospora ashfordi
SNY11121_19	Cyclospora ashfordi
SNY11351_19	Cyclospora ashfordi
SNY11471_19	Cyclospora ashfordi
SNY11921_19	Cyclospora ashfordi
SNY13681_19	Cyclospora ashfordi
CFL10941_20	Cyclospora ashfordi
CFL10942_20	Cyclospora ashfordi
CFL11591_22	Cyclospora ashfordi
SNY10161_22	Cyclospora ashfordi
CFL11271_21	Cyclospora ashfordi
CGA10461_21	Cyclospora ashfordi
SNY11361_21	Cyclospora ashfordi
SNY11761_21	Cyclospora ashfordi
CMA10051_19	Cyclospora ashfordi
CMA10731_19	Cyclospora ashfordi
CMA10791_19	Cyclospora ashfordi
CMA10891_19	Cyclospora ashfordi
CMA10921_19	Cyclospora ashfordi
CRI10011_19	Cyclospora ashfordi
CRI10021_19	Cyclospora ashfordi
CRI10031_19	Cyclospora ashfordi
CGA10501_19	Cyclospora ashfordi
CMA10541_19	Cyclospora ashfordi
CMA10611_19	Cyclospora ashfordi
CMA10621_19	Cyclospora ashfordi
CMA10721_19	Cyclospora ashfordi
CMA10741_19	Cyclospora ashfordi
CMA10751_19	Cyclospora ashfordi
CMA10811_19	Cyclospora ashfordi
CMA10821_19	Cyclospora ashfordi
CMA10831_19	Cyclospora ashfordi
CMA10871_19	Cyclospora ashfordi
CNH10031_19	Cyclospora ashfordi
CUK10051_17	Cyclospora ashfordi
SNY10061_20	Cyclospora ashfordi
SNY10081_20	Cyclospora ashfordi
SNY10601_22	Cyclospora ashfordi
STN10051_21	Cyclospora ashfordi
STX10062_20	Cyclospora ashfordi
STX10261_19	Cyclospora ashfordi
STX10531_19	Cyclospora ashfordi
STX10741_19	Cyclospora ashfordi
STX10751_19	Cyclospora ashfordi
STX12411_19	Cyclospora ashfordi
C_ChHenan	Cyclospora ashfordi
CUK10031_15	Cyclospora ashfordi
SNY11621_22	Cyclospora ashfordi
STN10101_22	Cyclospora ashfordi
STX10751_22	Cyclospora ashfordi
STX10901_22	Cyclospora ashfordi
S_NY079_18	Cyclospora ashfordi
SNY10021_22	Cyclospora ashfordi
SNY11241_22	Cyclospora ashfordi
SNY11411_22	Cyclospora ashfordi
SNY11751_22	Cyclospora ashfordi
SNY12261_22	Cyclospora ashfordi
STN10191_21	Cyclospora ashfordi
S_TX017_18	Cyclospora ashfordi
S_TX018_18	Cyclospora ashfordi
S_TX020_18	Cyclospora ashfordi
S_TX022_18	Cyclospora ashfordi
S_TX023_18	Cyclospora ashfordi
S_TX024_18	Cyclospora ashfordi
S_TX028_18	Cyclospora ashfordi
S_TX029_18	Cyclospora ashfordi
S_TX027_18	Cyclospora ashfordi
